,Sentence,Question,Answer,Num_Tokens_In_Answer,Num_Tokens_In_Sentence,Num_Token_Match_Question,Percentage_Token_In_Answer,Percentage_Token_In_Out_Answer,Answer_Capitalized_Word_Density,ANSWER_STOPWORD_DENSITY,ANSWER_ENDS_WITH_QUANTIFIER,ANSWER_STARTS_WITH_QUANTIFIER,ANSWER_QUANTIFIER_DENSITY,PERCENT_CAPITALIZED_WORDS_IN_ANSWER,PERCENT_PRONOMINALS_IN_ANSWER,SENTENCE_STARTS_WITH_DISCOURSE_CONNECTIVE,GRAM_AFTER_ANSWER_quoation,GRAM_AFTER_ANSWER_comma,GRAM_AFTER_ANSWER_LRB,GRAM_AFTER_ANSWER_RRB,GRAM_AFTER_ANSWER_Stop,GRAM_AFTER_ANSWER_Colon,GRAM_AFTER_ANSWER_CC,GRAM_AFTER_ANSWER_CD,GRAM_AFTER_ANSWER_DT,GRAM_AFTER_ANSWER_EX,GRAM_AFTER_ANSWER_IN,GRAM_AFTER_ANSWER_JJ,GRAM_AFTER_ANSWER_JJR,GRAM_AFTER_ANSWER_JJS,GRAM_AFTER_ANSWER_MD,GRAM_AFTER_ANSWER_NN,GRAM_AFTER_ANSWER_NNP,GRAM_AFTER_ANSWER_NNPS,GRAM_AFTER_ANSWER_NNS,GRAM_AFTER_ANSWER_POS,GRAM_AFTER_ANSWER_PRP,GRAM_AFTER_ANSWER_RB,GRAM_AFTER_ANSWER_RBR,GRAM_AFTER_ANSWER_RBS,GRAM_AFTER_ANSWER_RP,GRAM_AFTER_ANSWER_TO,GRAM_AFTER_ANSWER_VB,GRAM_AFTER_ANSWER_VBD,GRAM_AFTER_ANSWER_VBG,GRAM_AFTER_ANSWER_VBN,GRAM_AFTER_ANSWER_VBP,GRAM_AFTER_ANSWER_VBZ,GRAM_AFTER_ANSWER_WDT,GRAM_AFTER_ANSWER_WP,GRAM_AFTER_ANSWER_WRB,GRAM_BEFORE_ANSWER_Comma,GRAM_BEFORE_ANSWER_LRB,GRAM_BEFORE_ANSWER_RRB,GRAM_BEFORE_ANSWER_Colon,GRAM_BEFORE_ANSWER_CC,GRAM_BEFORE_ANSWER_CD,GRAM_BEFORE_ANSWER_DT,GRAM_BEFORE_ANSWER_EX,GRAM_BEFORE_ANSWER_IN,GRAM_BEFORE_ANSWER_JJ,GRAM_BEFORE_ANSWER_MD,GRAM_BEFORE_ANSWER_NN,GRAM_BEFORE_ANSWER_NNP,GRAM_BEFORE_ANSWER_NNPS,GRAM_BEFORE_ANSWER_NNS,GRAM_BEFORE_ANSWER_POS,GRAM_BEFORE_ANSWER_PRP$,GRAM_BEFORE_ANSWER_RB,GRAM_BEFORE_ANSWER_RBS,GRAM_BEFORE_ANSWER_RP,GRAM_BEFORE_ANSWER_TO,GRAM_BEFORE_ANSWER_VB,GRAM_BEFORE_ANSWER_VBD,GRAM_BEFORE_ANSWER_VBG,GRAM_BEFORE_ANSWER_VBN,GRAM_BEFORE_ANSWER_VBP,GRAM_BEFORE_ANSWER_VBZ,GRAM_BEFORE_ANSWER_WDT,GRAM_BEFORE_ANSWER_WP,GRAM_BEFORE_ANSWER_WRB,GRAM_IN_ANSWER_COUNT_Quotation,GRAM_IN_ANSWER_COUNT_Comma,GRAM_IN_ANSWER_COUNT_LRB,GRAM_IN_ANSWER_COUNT_RRB,GRAM_IN_ANSWER_COUNT_Colon,GRAM_IN_ANSWER_COUNT_CC,GRAM_IN_ANSWER_COUNT_CD,GRAM_IN_ANSWER_COUNT_DT,GRAM_IN_ANSWER_COUNT_EX,GRAM_IN_ANSWER_COUNT_IN,GRAM_IN_ANSWER_COUNT_JJ,GRAM_IN_ANSWER_COUNT_JJR,GRAM_IN_ANSWER_COUNT_JJS,GRAM_IN_ANSWER_COUNT_MD,GRAM_IN_ANSWER_COUNT_NN,GRAM_IN_ANSWER_COUNT_NNP,GRAM_IN_ANSWER_COUNT_NNPS,GRAM_IN_ANSWER_COUNT_NNS,GRAM_IN_ANSWER_COUNT_POS,GRAM_IN_ANSWER_COUNT_PRP,GRAM_IN_ANSWER_COUNT_PRP$,GRAM_IN_ANSWER_COUNT_RB,GRAM_IN_ANSWER_COUNT_RBR,GRAM_IN_ANSWER_COUNT_RBS,GRAM_IN_ANSWER_COUNT_RP,GRAM_IN_ANSWER_COUNT_TO,GRAM_IN_ANSWER_COUNT_VB,GRAM_IN_ANSWER_COUNT_VBD,GRAM_IN_ANSWER_COUNT_VBG,GRAM_IN_ANSWER_COUNT_VBN,GRAM_IN_ANSWER_COUNT_VBP,GRAM_IN_ANSWER_COUNT_VBZ,GRAM_IN_ANSWER_COUNT_WDT,GRAM_IN_ANSWER_COUNT_WP,GRAM_IN_ANSWER_COUNT_WP$,GRAM_IN_ANSWER_COUNT_WRB,NAMED_ENTITY_IN_ANSWER_COUNT_PERS,NAMED_ENTITY_IN_ANSWER_COUNT_ORG,NAMED_ENTITY_IN_ANSWER_COUNT_LOC,NAMED_ENTITY_OUT_ANSWER_COUNT_PERS,NAMED_ENTITY_OUT_ANSWER_COUNT_ORG,NAMED_ENTITY_OUT_ANSWER_COUNT_LOC,NUM_NAMED_ENTITIES_IN_ANSWER,NUM_NAMED_ENTITIES_OUT_ANSWER,ANSWER_NAMED_ENTITY_DENSITY,QUESTION_NAMED_ENTITY_DENSITY
2088,Some Islamic scholars dispute the authenticity of this reference and consider the meaning of jihad as a holy war to be more important.,Some Islamic scholars _ _ _ _ the authenticity of this reference and consider the meaning of jihad as a holy war to be more important.,dispute,1,26,0,0.037037037037037035,0.038461538461538464,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2089,"His father rented him a small room close to home so Picasso could work alone, yet Ruiz checked up on him numerous times a day, judging his son’s drawings.","His father rented him a small room close to home so Picasso could work alone, yet Ruiz checked up on him _ _ _ _ _ _ _ _ _ _ , judging his son’s drawings.",numerous times a day,4,36,1,0.1,0.1111111111111111,0.0,0.25,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.0,0.06896551724137931
2090,"In general, Orthodox and Conservative congregations adhere most closely to tradition, and Reform and Reconstructionist synagogues are more likely to incorporate translations and contemporary writings in their services.","In general, Orthodox and Conservative congregations adhere most closely to tradition, and _ _ _  and Reconstructionist synagogues are more likely to incorporate translations and contemporary writings in their services.",Reform,1,30,0,0.03225806451612903,0.03333333333333333,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.03571428571428571
2091,He also wrote Dos Canciones à la Armada Invencible.,He also _ _ _ Dos Canciones à la Armada Invencible.,wrote,1,11,0,0.08333333333333333,0.09090909090909091,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0.0,0.6666666666666666
2092,One of the best known sayings of Socrates is ' I only know that I know nothing '.,One of the best known sayings of Socrates is ' _ only know that I know nothing '.,I,1,18,1,0.05263157894736842,0.05555555555555555,1.0,0.0,0,0,0.0,0.1111111111111111,0.10526315789473684,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.05555555555555555
2093,"In 1869, the year after the Meiji Restoration , the daimyo, together with the kuge , formed a new aristocracy, the kazoku .","In 1869, _ _ _ _  after the Meiji Restoration , the daimyo, together with the kuge , formed a new aristocracy, the kazoku .",the year,2,25,1,0.07407407407407407,0.08,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.08695652173913043
2094,"He is a warrior, a man of action, for whom the path of action, Karma Yoga, is more appropriate.",He is _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ .,"a warrior, a man of action, for whom the path of action, Karma Yoga, is more appropriate",17,47,1,0.265625,0.3617021276595745,0.0,0.5294117647058824,0,0,0.058823529411764705,0.0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,1,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2095,"After 170 km, the Coca River joined the Napo River (at a point now known as Puerto Francisco de Orellana), and his men threatened to mutiny if he followed his orders and the expedition turned back.","After 170 km, the Coca River joined the Napo River (at a point now known as Puerto Francisco de Orellana), and his men threatened to mutiny if he followed his orders and _ _ _ _ _ _ _  turned back.",the expedition,2,41,1,0.046511627906976744,0.04878048780487805,0.0,0.5,0,0,0.0,0.0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0.0,0.16666666666666666
2096,"Five types of asbestos are found in the amphibole group: amosite, crocidolite, anthophyllite, tremolite, and actinolite.","Five types of _ _ _ _  are found in the amphibole group: amosite, crocidolite, anthophyllite, tremolite, and actinolite.",asbestos,1,19,0,0.05,0.05263157894736842,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2097,"Also of importance to Sufism was the creation of the Masnavi , a collection of mystical poetry by the 13th century Persian poet Rumi .","Also of importance to Sufism was the creation of the Masnavi , _ _ _ _ _ _  of mystical poetry by the 13th century Persian poet Rumi .",a collection,2,29,1,0.06451612903225806,0.06896551724137931,0.0,0.5,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0.0,0.08
2098,"The Amazon Basin, the largest drainage basin in the world, covers about 40 percent of South America, an area of approximately .","The Amazon Basin, _ _ _ _ _ _ _ _ _ _ _ _ _  in the world, covers about 40 percent of South America, an area of approximately .",the largest drainage basin,4,31,1,0.11428571428571428,0.12903225806451613,0.0,0.25,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.045454545454545456
2099,The 2004 film The Day After Tomorrow includes several mentions of actual tropical cyclones as well as featuring fantastical 'hurricane-like' non-tropical Arctic storms.,_ _ _ _ _ _ _ The Day After Tomorrow includes several mentions of actual tropical cyclones as well as featuring fantastical 'hurricane-like' non-tropical Arctic storms.,The 2004 film,3,27,1,0.1,0.1111111111111111,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2100,Governor Hutchinson refused to grant permission for the Dartmouth to leave without paying the duty.,Governor Hutchinson refused to grant permission for the Dartmouth to leave without paying _ _ _ _ .,the duty,2,18,1,0.1,0.1111111111111111,0.0,0.5,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.0,0.13333333333333333
2101,"In 1869, the year after the Meiji Restoration , the daimyo, together with the kuge , formed a new aristocracy, the kazoku .","In 1869, the year after the Meiji Restoration , the daimyo, together with _ _ _ _  , formed a new aristocracy, the kazoku .",the kuge,2,25,1,0.07407407407407407,0.08,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.08695652173913043
2102,"Because of the positive void coefficient of the RBMK reactor at low reactor power levels, it was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb neutrons, which in turn increased the reactor's power output.","Because of the positive void coefficient of the RBMK reactor at low reactor power levels, it was now primed to embark on a positive feedback loop, in which the formation of steam voids reduced the ability of the liquid water coolant to absorb _ _ _ _ , which in turn increased the reactor's power output.",neutrons,1,56,0,0.017543859649122806,0.017857142857142856,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2103,"When these principles are written down into a single or set of legal documents, those documents may be said to comprise a written constitution.","When these principles are _ _ _ _ down into a single or set of legal documents, those documents may be said to comprise a written constitution.",written,1,27,1,0.03571428571428571,0.037037037037037035,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2104,They recommend adding more insulation in the lid of the cooler to reduce the time spent monitoring and adjusting temperature.,They recommend adding more insulation in the lid of the cooler to reduce _ _ _ _ _ _ _ _ _ _ _ _ _ and adjusting temperature.,the time spent monitoring,4,29,1,0.12121212121212122,0.13793103448275862,0.0,0.25,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2105,The inflow of warmth and moisture from the underlying ocean surface is critical for tropical cyclone strengthening.,The inflow of warmth and moisture from the _ _ _ _ _  ocean surface is critical for tropical cyclone strengthening.,underlying,1,21,0,0.045454545454545456,0.047619047619047616,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2106,"In 1995, the British Labour Party revised its political aims: 'The Labour Party is a democratic socialist party.","In 1995, the British Labour Party revised _ _ _ _ _ _ _ _ _ : 'The Labour Party is a democratic socialist party.",its political aims,3,25,0,0.10714285714285714,0.12,0.0,0.3333333333333333,0,0,0.0,0.0,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0.0,0.2777777777777778
2107,"The design was similar to that of a metate , which was used to grind grain.",The design was _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _.,"similar to that of a metate , which was used to grind grain",13,33,2,0.2826086956521739,0.3939393939393939,0.0,0.5384615384615384,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2108,This force contained the bulk of the elite Mongolian cavalry .,This force contained the bulk of _ _ _ _ _ _ _ _ _ _ _ _ _ _ .,the elite Mongolian cavalry,4,21,1,0.16,0.19047619047619047,0.0,0.25,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2109,The total federal debt is divided into 'intragovernmental debt' and 'debt held by the public.',The total federal debt is _ _ _ _ into 'intragovernmental debt' and 'debt held by the public.',divided,1,18,0,0.05263157894736842,0.05555555555555555,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2110,"Rabbinical and Karaite Jews each hold that the others are Jews, but that the other faith is erroneous.","Rabbinical and Karaite Jews each hold that the others are _ _ , but that the other faith is erroneous.",Jews,1,20,1,0.047619047619047616,0.05,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2111,"In June 2010, UK aid group Oxfam reported a dramatic increase in the number of rapes occurring in the Democratic Republic of the Congo.","In June 2010, UK aid group Oxfam reported a dramatic increase in the number of rapes occurring in _ _ _ _ _ _ _ _ _ _ _ _ of the Congo.",the Democratic Republic,3,33,1,0.08333333333333333,0.09090909090909091,0.0,0.3333333333333333,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.0,0.08333333333333333
2112,"During Chevron's absence, its split-adjusted price per share had gone from forty-four dollars to eighty-five, while the price of petroleum had risen from twenty-four dollars to a hundred.","During Chevron's absence, its split-adjusted price per share had gone from forty-four dollars to eighty-five, while _ _ _ _ _ _ _ _ _ _ _  had risen from twenty-four dollars to a hundred.",the price of petroleum,4,35,1,0.10256410256410256,0.11428571428571428,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2113,"The planing machine , the slotting machine and the shaping machine were developed in the first decades of the 19th century.","_ _ _ _ _ _ _ _ _ _ , the slotting machine and the shaping machine were developed in the first decades of the 19th century.",The planing machine,3,28,1,0.0967741935483871,0.10714285714285714,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2114,Some Islamic scholars dispute the authenticity of this reference and consider the meaning of jihad as a holy war to be more important.,Some Islamic scholars dispute _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  and consider the meaning of jihad as a holy war to be more important.,the authenticity of this reference,5,35,2,0.125,0.14285714285714285,0.0,0.6,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2115,"During the polishing of the mirror, Perkin-Elmer had analyzed its surface with two other null correctors, both of which correctly indicated that the mirror was suffering from spherical aberration .","During the polishing of the mirror, Perkin-Elmer had analyzed its surface with two other null correctors, both of which correctly indicated that _ _ _ _ _  was suffering from spherical aberration .",the mirror,2,33,2,0.05714285714285714,0.06060606060606061,0.0,0.5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.03333333333333333
2116,Popular Taoism typically presents the Jade Emperor as the official head deity .,Popular Taoism typically presents the Jade Emperor as _ _ _ _ _ _ _ _ _ _ _ _ .,the official head deity,4,21,1,0.16,0.19047619047619047,0.0,0.25,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.07692307692307693
